tool_id,metric_id,dimensions,themes,metric_question
171,2,economic,viability,income trend
171,3,economic,vulnerability,savings
171,4,economic,vulnerability,debt increase
171,5,social,knowledge,increased capabilities
171,6,social,knowledge,confidence
171,7,social,quality of life,improving wellbeing
171,8,social,quality of life,improving status
171,9,social,food safety,harvest quality
171,10,social,food safety,safe for consumption
171,11,social,social participation,organised grouping
171,12,social,social participation,contribution to village
171,13,social,social participation,fertility for next gen
171,14,environment,inputs,fertiliser use
171,15,environment,inputs,pesticide usage
171,16,environment,water ,water usage
171,17,environment,water ,water pollution
171,18,environment,soil,soil pollution
171,19,environment,soil,soil health
171,20,governance,traceability,known processors
171,21,governance,traceability,link with consumers
171,22,governance,transparency,fair price and practices
171,23,governance,transparency,empowerment
171,24,governance,transparency,responsible farming
171,25,governance,support,financial support
171,26,governance,support,non-financial support
171,27,governance,support,certification help
171,28,governance,support,market access
173,1,economic; environment,NA,gross margin(gm- revenue minus variable cost))
173,2,economic; environment,NA,financial return(fr-benefit-cost-ratio)
173,3,economic; environment,NA,value addition per unit of land(value of inputs minus value of intermediate inputs used)
173,4,economic; environment,NA,labor productivity per day(quantity harvested by farm labour per day)
173,5,economic; environment,NA,land productivity(quantity per unit of land
173,6,economic; environment,NA,technical&economic efficiency(ratio of total productivity to maximum attainable productivity)
173,7,economic; environment,NA,income fluctuation(farmers response to yield fluctuations over the years&tea is enough source of income
173,8,economic; environment,NA,"farmer's interest(farmers response to a desire to grow tea-farming business, desire to become a successful farmer etc)"
173,9,environment; production,NA,quantity of chemical fertilizer per unit of land (kg/decare)
173,10,environment; production,NA,eco-efficiency (maximum value with minimum use of resources and /or with minimum environmental impact
173,11,environment; production,NA,health problem due to chemical fertilizer application (whether farmer suffered any health problem
173,12,environment,NA,"land management practices(emphasize land management practices in mountains. terrace status, soil erosion risk&plantation of tea at the landslide and erosion land."
173,13,environment,NA,soil health management practices
173,14,social; human,NA,equity
173,15,social; human,NA,education level
173,16,social; human,NA,farmer's age
173,17,social; economic,NA,old age index
173,18,social; economic,NA,social inclusion
173,19,social; economic,NA,social involvement
173,20,social; economic,NA,social security
36,1,environment,use of inputs ,amount and environmental impact of used pesticides
36,2,environment,use of inputs ,"risk of environmental impact from the application of pesticides, based on eight factors concerning pesticide management"
36,3,environment,use of inputs ,amount of product produced with one unit of energy
36,4,environment,use of inputs ,share of renewable energy sources used on the farm
36,5,environment,use of inputs ,amount of product produced with one unit of water
36,6,environment,use of inputs ,"share of alternative water resources (= rainwater, surface water and shallow ground water) used on the farm"
36,7,environment,use of inputs ,risk of environmental impact from n use
36,8,environment,use of inputs ,amount of product produced per unit of n surplus
36,9,environment,use of inputs ,risk of environmental impact from p use
36,10,environment,use of inputs ,amount of product produced per unit of p surplus
36,11,environment,quality of natural resources,organic matter content of the soil
36,12,environment,quality of natural resources,soil acidity as an indicator of chemical soil quality
36,13,environment,quality of natural resources,p content of the soil as an indicator of chemical soil quality
36,14,environment,quality of natural resources,k content of the soil as an indicator of chemical soil quality
36,15,environment,quality of natural resources,biological quality of the soil
36,16,environment,quality of natural resources,physical quality of the soil
36,17,environment,quality of natural resources,"risk of surface water contamination from waste water, based on 3 aspects concerning waste water management"
36,18,environment,quality of natural resources,risk of air pollution due to the farmer’s agricultural activities
36,19,environment,biodiversity,diversity of crops and animals used in agriculture
36,20,environment,biodiversity,diversity of wildlife species dependent or affected by agriculture
36,21,environment,biodiversity,diversity of habitats related to agricultural production
36,22,economic,productivity and efficiency,value added per unit of farm labour
36,23,economic,productivity and efficiency,value added per unit of farm capital
36,24,economic,productivity and efficiency,value per unit of land use
36,25,economic,productivity and efficiency,ratio of actual total productivity to maximum attainable productivity
36,26,economic,profitability,farm labour income per unit of farm labour
36,27,economic,profitability,farm profit per unit of own capital
36,28,economic,profitability,farm profit per unit of total capital (farm capital and land capital)
36,29,economic,risk,the probability that the production of value added is impacted by external events
36,30,social,internal social sustainability,"the emanation of how the farmer’s identity and hence his expectations and aspirations fit with the daily reality of being a farmer in a constantly changing social, cultural, environmental, economic and political environment; assessment is based on the appreciation of eight factors (out of a list of 24) which the farmer considers as key for his own pride"
36,31,social,internal social sustainability,"the room for manoeuvre to take one’s own decisions, according to one’s own insights, capacities and desires"
36,32,social,internal social sustainability,"the existence of formal and informal structures and institutions that allow people to take care of each other, according to their own values and norms"
36,33,social,external social sustainability,percentage of thin cows
36,34,social,external social sustainability,"share of dirty cows, based on the dirtyness of udders, flanks and legs"
36,35,social,external social sustainability,"share of cows with lesions on hocks, neck and spine"
36,36,social,external social sustainability,share of cows with a low mean locomotion score
36,37,social,external social sustainability,share of cows with thick and rough teat-end callosity rings
36,38,social,external social sustainability,share of cows with subclinical and clinical mastitis
36,39,social,external social sustainability,presence of stewardship agreements
36,40,social,external social sustainability,amount of time spent maintaining small landscape elements
36,41,social,external social sustainability,efforts made for nature conservation
36,42,social,external social sustainability,efforts made to minimise visual nuisance
36,43,social,external social sustainability,efforts made for architectural quality
36,44,social,external social sustainability,awareness of the impact on the surrounding landscape
36,45,social,external social sustainability,the provision of social services (e.g. green care)
36,46,social,entrepreneurship,the total income (earned either at the farm or outside) that the farmer and his family have at their disposal
36,47,social,entrepreneurship,"the extent of the farmer’s entrepreneurship, based on three key-aspects of entrepreneurship: vision, strategy and management"
40,1,environment,NA,soil quality
40,2,environment,NA,biodiversity; conservation of indigenous plants and breeds
40,3,environment,NA,water and quality of water
40,4,environment,NA,energy
40,5,environment,NA,agricultural conservative practice
40,6,environment,NA,air quality
40,7,environment,NA,climate change impact due to activities of the agricultural holding during one year
40,8,environment,NA,n&p emission potential
40,9,environment,NA,manual storage and application
40,10,environment,NA,plant protection activities of the holding during one year
40,11,social,NA,"employment (annual work unit) : family labour units; external labour units (permanent – temporary), gender"
40,12,social,NA,"annual work units (total and family) by cultivated area, cattle, k."
40,13,social,NA,average wage paid by annual work unit (employees) by education level and gender (benchmark average salary for agricultural work on the territory)
40,14,social,NA,farm net income expressed per family labour unit
40,15,social,NA,farm net income and total income by person
40,16,social,NA,net income by person compare poverty line
40,17,social,NA,number of hours of work by week (employees)
40,18,social,NA,gap between men and women salaries
40,19,social,NA,land area managed by women; land owned by women
40,20,social,NA,use of child labour
40,21,economic,NA,"yields for main products (quantities/per unit ha, animal, boat)"
40,22,economic,NA,"cultural intensity (cultivated per year / total land, irrigated/equipped)"
40,23,economic,NA,rate of exploitation of the herd; percent of breeding females (ruminants)
40,24,economic,NA,"production (quantity, value and kcal)"
40,25,economic,NA,production costs. (expenses / quantity)
40,26,economic,NA,input effectiveness: qty and kcal produced / per unit of fertilizer
40,27,economic,NA,net value added : (gross product – (intermediate consumption – depreciation)
40,28,economic,NA,capital productivity: net value added / fixed capital used
40,29,economic,NA,land productivity: net value added / area of agricultural land
40,30,economic,NA,labour productivity (apparent) by type of labour : net value added / labour quantity (annual work unit)
40,31,economic,NA,"income : on farm by activity, off farm by activity"
42,1,economic,NA,income per 100kg/milk 
42,2,economic,NA,income per family worker
42,3,economic,NA,farm income/farm labour unit
42,4,economic,NA,dependencies on subsidies
42,5,economic,NA,exposure to price fluctuations
42,6,environment,NA,n balance kg/ha
42,7,environment,NA,n balance kg/1000kg milk
42,8,environment,NA,n efficiency %
42,9,environment,NA,p balance kg/ha
42,10,environment,NA,p balance kg/1000kg milk
42,11,environment,NA,p efficiency %
42,12,environment,NA,agro-environmental payments
42,13,environment,NA,greenhouse gas emissions
42,14,social,NA,working conditions of farmers
42,15,social,NA,education
42,16,social,NA,social role/image
42,17,social,NA,continuity of farm
43,1,social,product use,improvement of conservation quality
43,2,social,product use,rediscovery or experimentation with transformed products
43,3,social,product use,improvement of the organoleptic quality
43,4,social,product use,a greater diffusion of the product/consumption
43,5,social,internal relationships,% of young people on the total of producers/processors in the presidium
43,6,social,internal relationships,% of woman on the total number of producers/processors in the presidium
43,7,social,internal relationships,presence/ absence of an organization of producers into a recognized presidium/ consortium
43,8,social,internal relationships,transparency and clarity between the producers and the presidium
43,9,social,internal relationships,participation of the producers in decision-making processes through meetings and contacts
43,10,social,internal relationships,sharing decisions and choices
43,11,social,internal relationships,further education for producers and processors
43,12,social,external relationships,improvement of the relationships with public institutions and private entities and the possibility of influencing public policy
43,13,social,external relationships,"relationships and integration into the local, national and international food-network"
43,14,social,external relationships,greater media attention for products and their regions
43,15,social,external relationships,the possibility for consumers to know products and their regions though labelling
43,16,social,external relationships,participation in events related to the food network
43,17,social,external relationships,"participation in events outside the food network (festivals, fairs, etc.)"
43,18,social,culture/terroir,reinforcement of the consciousness of the tie between product and region
43,19,social,culture/terroir,promotion and restoration of historical and culturally relevant regional architectural elements
43,20,social,culture/terroir,improvement of the community’s (not just local) consciousness of the necessity of preserving the product and the landscape
43,21,social,culture/terroir,recognition of the role of older generations
43,22,social,culture/terroir,"birth and development of tourism activity in the region tied to the product (festivals, congresses, dinners, etc.)"
43,23,environment,biodiversity,contribution to the conservation of local varieties/breeds
43,24,environment,biodiversity,preservation of traditional production/processing methods
43,25,environment,biodiversity,"conservation of a particular threatened rural landscape (gardens, historic fruit orchards, thousand-year-old olive orchards)"
43,26,environment,biodiversity,in-house and/or local production of propagation material
43,27,environment,biodiversity,intercropping with other plant species
43,28,environment,region,increase in product diversification
43,29,environment,region,promotion of the conservation of agricultural land and the continued use of traditional farming methods
43,30,environment,soil and water,crop rotations
43,31,environment,soil and water,water conservation and an efficient use of resources
43,32,environment,soil and water,use of synthetic chemical fertilizers
43,33,environment,soil and water,use of natural fertilizers
43,34,environment,crop defence,use of synthetic chemical fertilizers
43,35,environment,crop defence,use of natural products
43,36,environment,crop defence,use of synthetic chemical products
43,37,environment,crop defence,use of natural products and/or techniques
43,38,environment,crop defence,use of chemical treatments
43,39,environment,crop defence,use of natural products
43,40,environment,crop defence,organic or bio-dynamic certification
43,41,environment,energy,use of renewable energy sources
43,42,environment,energy,use of minimal or recycled/recyclable packaging
43,43,economic,development,increase/decrease of the area
43,44,economic,development,increase/decrease of the number of producers
43,45,economic,development,increase/decrease of the quantity produced
43,46,economic,development,enlargement of existing structures or the construction of new ones
43,47,economic,efficiency/dynamism,increase in the number of (salaried) workers
43,48,economic,efficiency/dynamism,new kinds of markets
43,49,economic,efficiency/dynamism,activation of new commercial channels
43,50,economic,efficiency/dynamism,increase in producer contracting power
43,51,economic,efficiency/dynamism,profitability of the product
43,52,economic,efficiency/dynamism,partnership duration with other businesses and distributers
156,1,economic,food sovereignty/international agricultural trade&production,agricultural raw materials exports(% of merchandise exports in dollars)
156,2,economic,food sovereignty/international agricultural trade&production,agricultural raw materials imports(% of merchandise imports in dollars)
156,3,economic,food sovereignty/international agricultural trade&production,food exports(% of merchandise exports in dollars
156,4,economic,food sovereignty/international agricultural trade&production,food imports(% of merchandise imports in dollars)
156,5,economic,food sovereignty/international agricultural trade&production,"fishery imports(% of imports, in dollars)"
156,6,economic,food sovereignty/international agricultural trade&production,"fishery exports(% of exports , in dollars)"
156,7,social,food sovereignty/food security& consumption/food scarcity,prevalence of undernourishment in total population(%)
156,8,social,food sovereignty/food security& consumption/food scarcity,children under 5 moderately or sevely underweight(%)
156,9,social,food sovereignty/food security& consumption/food scarcity,depth of the food deficit(kilocalories per person per day)
156,10,social,food sovereignty/food & nutrient consumption,average dietary energy supply adequacy(%) (3 - year average)
156,11,social,food sovereignty/food & nutrient consumption,average protein supply(g/capita/day) (3-year average)
156,12,social,food sovereignty/buying effort,share of food expenditure of the poor(%)
156,13,social,food sovereignty/external food dependency,cereal import dependency ratio (%) ( 3 year average)
156,14,social,food sovereignty/vulnerability of food consumption,"share of dietary energy supply derived from cereals, roots and tubers (%) ( 3 year average)"
156,15,social,population & employment (gender),female population (% of total population)
156,16,social,population & employment (gender),"employees, agriculture, female (% of female employment)"
156,17,social,population & employment (gender),female economically active population in agriculture (% of total female employment)
156,18,social,population & employment (gender),"wage and salaried workers, female (% of females employed)"
156,19,social,basic infrastructure & services (gender),"total net enrolment ratio in primary education, girls (percentage)"
156,20,social,food scarcity ( gender),prevalence anaemia among pregnant women (%)
156,21,social,basic infrastructure & services ,rural access index (percentage of rural population with access to roads in all seasons
156,22,social,basic infrastructure & services ,"access to electricity, rural(% of rural population)"
156,23,social,basic infrastructure & services ,"total enrolment ratio in primary education, both sexes(percentage)"
156,24,social,basic infrastructure & services ,proportion of rural population using an improved sanitation facility (percentage)
156,25,social,basic infrastructure & services ,proportion of rural population using an improved drinking water source (percentage)
156,26,environment,"land, forest & marine resources",agricultural area (hectares per capita)
156,27,environment,"land, forest & marine resources",cultivated area(hectares per capita-agricultural population)
156,28,environment,"land, forest & marine resources",gini land index
156,29,environment,"land, forest & marine resources",total land grabs as a percentage of arable land
156,30,environment,"land, forest & marine resources",total crops for biodiesel & bioethanol production as a percentage of the arable land
156,31,environment,animals,domestic mammals per rural inhabitant (except pack animals)
156,32,environment,animals,poultry animals per rural inhabitant
156,33,environment,animals,pack animals per square km of agricultural area
156,34,environment,water ,total internal renewable per capita (cubic meters per capita per year) 
156,35,environment,industrial machinery,agricultural tractors per 1000 ha of agricultural area
156,36,environment,industrial machinery,combine harvesters - threshers per 1000 ha of agricultural area
156,37,environment,industrial machinery,"milking ,machiness per head of cattle"
156,38,environment,capital stock,capital stock (constant 2005 usd) per agricultural population
156,39,environment,financial services,"credit to agriculture, forestry, and fishing ( share of total credit)"
156,40,environment,access to seeds,food and medicine biodiversity (number of species)
156,41,governance,official development assistance dedicated to agriculture,"oda received or contributed to agriculture, forestry, and fishing ($ million)"
156,42,governance,official development assistance dedicated to agriculture,oda received or contributed to food aid ($ million)
156,43,governance,tariffs related to international trade of agricultural products,final bound simple average for agricultural products
156,44,governance,tariffs related to international trade of agricultural products,"mfn (most favoured nation) tariff, simple average for import duties for agricultural products"
156,45,governance,tariffs related to international trade of agricultural products,trade - weighted average tariffs for agricultural products
156,46,governance,local & international governance,voice and accountability
156,47,governance,local & international governance,political stability and absence of violence/terrorism
156,48,governance,local & international governance,government effectiveness
156,49,governance,local & international governance,regulatory quality
156,50,governance,local & international governance,rule of law from
156,51,governance,local & international governance,control of corruption
156,52,governance,local & international governance,kof index of globalization
161,1,economic; production,NA,average production (cow/year)
161,2,economic; production,NA,cost per liter of milk
161,3,economic; production,NA,benefit-cost ratio
161,4,economic; production,NA,gross margin
161,5,economic; production,NA,profitability
161,6,economic; social,NA,balance point
161,7,economic; social,NA,production (cost cow/year)
161,8,production; social,NA,liters of milk (cow/day)
161,9,production; social,NA,interval between births
161,1,economic; production,NA,open days
161,2,economic; production,NA,farm/year deliveries
161,3,economic; production,NA,tuberculosis &brucellosis certificates
161,4,economic; production,NA,good livestock practices certification
161,5,economic; production,NA,milk/concentrate ratio
161,6,economic; social,NA,quality of life
161,7,economic; social,NA,generational relay directly from the producer 
161,8,production; social,NA,social consensus perception scale
161,9,production; social,NA,market access perception scale 
161,10,social,NA,institutional support perception scale 
161,11,social,NA,access to credit for facilities perception scale 
161,12,environment,NA,protection & conservation of water sources
161,13,environment,NA,occupation period
161,14,environment,NA,rest period
161,15,environment,NA,load capacity 
155,1,economic,economic subsystem,per capita gross agricultural production value(cny/person)
155,2,economic,economic subsystem,per capita grain output (kg/person)
155,3,economic,economic subsystem,per capita affordable income of rural residents (cny/person)
155,4,social,social subsystem,urbanization rate (%)
155,5,social,social subsystem,per capita living area of rural residents (m2/person)
155,6,social,educational subsystem,number of institutions of higher education
155,7,social,educational subsystem,number of teachers in universities (10000)
155,8,social,educational subsystem,number of students in general institutions of higher learning (10000)
155,9,social,educational subsystem,the illiteracy or semi-illiteracy rate in rural areas (10000)
155,10,social,population subsystem,natural population growth rate (%)
155,11,environment,environment subsystem,application of agricultural chemical fertilizer
155,12,environment,environment subsystem,agricultural plastic film usage(tonnes)
195,1,economic,NA,economic empowerment of rural women
195,2,economic,NA,does the supply chains of the organic farmers’ direct market climate smart?
195,3,economic,NA,monthly income from farming before joining the direct market 
195,4,economic,NA,monthly income from farming after joining the direct market 
195,5,economic,NA,income from farming
195,6,environment,NA,adaptation of eco-friendly farming methods (%)
195,7,environment,NA,"eco-friendly farming methods, crop rotation; mixed cropping;repellant crops; pheromone traps; light traps; bio-control agents;intergrated farming; rainwater conservation; soil conservation; kem methods; new organic methods"
195,8,environment,NA,approximate ghg emission along the supply chain before and after joining the farmers' market total (kgco2/kg)
195,9,environment,NA,approximate ghg emission along the supply chain before and after joining the farmers' market  at producer level (kg co2/kg)
195,10,environment,NA,approximate ghg emission along the supply chain before and after transportation (kgco2/kg)
195,11,social,NA,adaptation of eco-friendly farming methods (%)
195,12,social,NA,access to information (%) 
195,13,social,NA,access to market (%)
195,14,social,NA,attitudes of the farmer vendors toward the farmers' market
195,15,social,NA,support from external institutes
195,16,social,NA,different information sources used by the farmer vendors
305,1,production,production&economic efficiency,relative yield gap of main crops (%)
305,2,production,production&economic efficiency,family income (usd)
305,3,production,production&economic efficiency,family income per hour (usd)
305,4,production,production&economic efficiency,input/output ratio
305,5,production,production&economic efficiency,open field area (ha)
305,6,production,production&economic efficiency,green house area (ha)
305,7,social,life quality,number of family members with work related health problems
305,8,social,life quality,leisure time (days year− 1)
305,9,social,succession,number of generations working in the farms
305,10,environment,natural resources conservation,soil organic carbon in greenhouses (%)
305,11,environment,natural resources conservation,soil organic carbon in field (%)
305,12,environment,natural resources conservation,erosion problems
305,13,economic,"resilience, adaptability & reliability",markets diversification
305,14,economic,"resilience, adaptability & reliability",fraction of family of family labor (%)
305,15,economic,"resilience, adaptability & reliability",family & hired labour per vegetable area (h ha )
305,16,economic,"resilience, adaptability & reliability",mechanization level
305,17,economic,"resilience, adaptability & reliability",irrigated field (%)
305,18,economic,"resilience, adaptability & reliability",soil salinity in greenhouse crops (%)
305,19,economic,system diversity,number of income sources
305,20,economic,system diversity,income from main activity (%) =total gross return from main source of income/total gross return*100
305,21,economic,system diversity,income from greenhouse crops (%)
305,22,economic,system diversity,relative yield gap = (attainable yield-actual yield)/attainable yield*100
305,23,economic,financial dependency,debts
305,24,economic,social capital accumulation,participation in groups and networks
305,25,economic,economic sustainability," family income (usd year− 1 ): total gross return (usd year− 1 )–total enterprise cost (usd year− 1 ), where total gross return was calculated as the sum of all outputs multiplied by their prices and total enterprise cost included variable and fixed cost excluding family labour"
305,26,economic,economic sustainability," relative yield gap of main crops: average relative yield gap of the crops whose sum accumulates 70% of total farm gross income. for each crop: relative yield gap = (attainable yield–actual yield)/attainable yield*100. attainable yield was the maximum yield obtained by farmers in the region, and actual yield is yield obtained by the farmer. "
305,27,economic,economic sustainability, family income per hour (usd h −1 ) = family income (usd year− 1 )/family labour (h year− 1 ).
305,28,economic,economic sustainability, input/output ratio: total gross return (usd year-1)/total enterprise cost excluding family labour (usd year− 1 ).
305,29,economic,economic sustainability,income from main activity (%): total gross return from main source of income/total gross return*100.
305,30,economic,economic sustainability,vegetable species with more than 350 usd of gross income per year (not for self-consumption).  
305,31,economic,economic sustainability,workday of 8 h
305,32,economic,economic sustainability,"mechanisation level: number of items present in the farm = cargo vehicle, cold chamber, mechanized packing, pulverisation system (0:back-carried sprayer or 1:nebulization) fertigation equipment (0:fertigation tank, 1:venturi), vertical tillage tool"
309,1,environment,NA,water footprint
309,2,environment,NA,carbon footprint
309,3,environment,NA,nitrogen footprint
309,4,environment,NA,phosphorus footprint
309,5,environment,NA,biodiversity
309,6,environment,NA,per capita availability of arable land
309,7,environment,NA,availability of (renewable) water
309,8,environment,NA,"intermediate consumption in the agricultural sector (fertilizers, pesticides, etc.)"
309,9,economic,NA,cost of living index (coli)
309,10,economic,NA,distribution of household expenditure among food groups
309,11,economic,NA,food loss and waste (in terms of additional use of natural resources from the sources)
309,12,social,NA,proportion of meals consumed outside home
309,13,social,NA,proportion of ready-made meals
309,14,social,NA,"consumption of traditional products [e.g., proportion of products under a protected designation of origin (pdo) or similarly recognized traditional foods]"
309,15,social,NA,proportion of mass-media initiatives concerning food background and cultural values
309,16,social,NA,women’s literacy and empowerment
309,17,social,NA,fruit and vegetable consumption/intake
309,18,social,NA,dietary diversity score
309,19,social,NA,nutrient density/quality score
309,20,social,NA,food biodiversity composition and consumption
309,21,social,NA,physical activity prevalence
309,22,social,NA,"diet-related morbidity/mortality: cardio-vascular diseases (cvds), cancer, diabetes"
309,23,social,NA,"global nutritional index for malnutrition (undernourishment, hidden hunger, and obesity)"
309,24,social,NA,food security of vulnerable/marginalized groups
309,25,social,NA,measures of food insecurity/costs of coping strategies
270,1,environment,input management/land management,"land use, forage area"
270,2,environment,input management/nutrients use,mineral & organic fertilization
270,3,environment,input management/nutrients use,soil cover
270,4,environment,input management/nutrients use,post harvest soil nitrate
270,5,environment,input management/nutrients use,erosion factors
270,6,environment,input management/nutrients use,soil surface balance
270,7,environment,input management/nutrients use,farm gate balance
270,8,environment,input management/nutrients use,efficiency
270,9,environment,input management/nutrients use,leaching model
270,10,environment,input management/nutrients use,eutrophication potential
270,11,environment,input management/nutrients use,ground water nitrate concentration
270,12,environment,input management/pesticides use,amount of active ingredients
270,13,environment,input management/pesticides use,cost
270,14,environment,input management/pesticides use,sprayed area
270,15,environment,input management/pesticides use,treatment frequent index
270,16,environment,input management/pesticides use,characterization of practices
270,17,environment,input management/pesticides use,NA
270,18,environment,input management/soil cover,erosion factors
270,19,environment,input management/soil cover,toxicity&risks
270,20,environment,input management/soil cover,pesticide concentration in rivers
270,21,environment,non-renewable resources/energy,consumption (direct energy/indirect energy/renewable energy)
270,22,environment,non-renewable resources/energy,outputs
270,23,environment,non-renewable resources/energy,balance & efficiency
270,24,environment,non-renewable resources/water,total consumption
270,25,environment,non-renewable resources/water,irrigation
270,26,environment,non-renewable resources/water,alternative water sources
270,27,environment,biodiversity-means based indicators,farm structure
270,28,environment,biodiversity-means based indicators,agricultural practices
270,29,environment,biodiversity-means based indicators,domestic biodiversity
270,30,environment,biodiversity-means based indicators,environmental measures
270,31,environment,biodiversity-model based indicators,operational model
270,32,environment,biodiversity-model based indicators,complex model
270,33,environment,biodiversity-effect based indicators,direct observation
270,34,environment,emission of acidifying gases-emission indicators,direct emission
270,35,environment,emission of acidifying gases-emission indicators,indirect emission
270,36,environment,emission of green house gases/means based indicators,importance of grasslands
270,37,environment,emission of green house gases/ emission indicators,direct emissions
270,38,environment,emission of green house gases/ emission indicators,indirect emissions
270,39,environment,emission of green house gases/ emission indicators,nitrogen farmgate balance
270,40,economic,profitability,income
270,41,economic,profitability,efficiency
270,42,economic,profitability,productivity
270,43,economic,autonomy,subsidies
270,44,economic,autonomy,external financing
270,45,economic,autonomy,external inputs (animal feeding
270,46,economic,autonomy,mineral fertilizers)
270,47,economic,diversification/agricultural activities,production (food
270,48,economic,diversification/agricultural activities,non food)
270,49,economic,diversification/non-agricultural activities,external income
270,50,economic,durability,succession
270,51,economic,durability,"economic transmissibility(working capital level, farm's profitability"
270,52,social,internal social sustainability/education,diploma
270,53,social,internal social sustainability/education,"professional experience,continous education"
270,54,social,internal social sustainability/working conditions,working time
270,55,social,internal social sustainability/working conditions,"workload(work intensity,workpainfulness,physical load)"
270,56,social,internal social sustainability/working conditions,"workforce(salaried workforce, familial workforce)"
270,57,social,quality of life,isolation
270,58,social,quality of life,social implication
76,1,economic,NA,crop productivity
76,2,economic,NA,net farm income
76,3,economic,NA,benefit-cost ratio of production
76,4,economic,NA,per capita food grain production
76,5,social,NA,food self-sufficiency
76,6,social,NA,equality in income and food distribution
76,7,social,NA,access to resources and support services
76,8,social,NA,farmers' knowledge and awareness of resource conservation
76,9,environment,NA,amount of fertilizers/pesticides used per unit of cropped land
76,10,environment,NA,amount of irrigation water used per unit of cropped land
76,11,environment,NA,soil nutrient content
76,12,environment,NA,depth to groundwater table
76,13,environment,NA,quality of groundwater for irrigation
76,14,environment,NA,water use efficiency
76,15,environment,NA,nitrate content of groundwater and crops
77,1,economic,NA,costs
77,2,economic,NA,labour productivity
77,3,economic,NA,capital productivity
77,4,economic,NA,land productivity
77,5,social,NA,income
77,6,social,NA,labour conditions
77,7,social,NA,off-work days
77,8,environment,NA,use of non-renewable energy
77,9,environment,NA,eutrophication
77,10,environment,NA,ecological toxicity
77,11,environment,NA,use of non-grassland
77,12,environment,NA,animal friendliness
78,1,production,NA,crop yield
78,2,production,NA,average temperature
78,3,production,NA,organic matter content
78,4,production,NA,phosphorous content
78,5,production,NA,potassium content
78,6,production,NA,soil depth
78,7,production,NA,soil reaction
78,8,production,NA,cation exchange capacity
78,9,production,NA,base saturation
78,10,production,NA,electrical conductivity
78,11,production,NA,soil type
78,12,production,NA,slope gradient
78,13,production,NA,irrigation
78,14,social,NA,annual rainfall
78,15,social,NA,flood
78,16,social,NA,evapotranspiration
78,17,social,NA,biomass utilization (crop residues)
78,18,social,NA,erosion hazard (soil loss)
78,19,social,NA,cropping system (multi-cropping)
78,20,social,NA,current land use
78,21,economic,NA,b/c ratio
78,22,economic,NA,sources of farm income
78,23,economic,NA,population density
78,24,economic,NA,farm holding size
78,25,economic,NA,economically active population
78,26,economic,NA,credit
78,27,economic,NA,production sold
78,28,economic,NA,fertilizer (chemical) application
78,29,social,NA,land tenure
78,30,social,NA,extension and training
78,31,social,NA,education level
78,32,social,NA,accessibility (distance to market)
79,1,environment,NA,land use pattern
79,2,environment,NA,cropping pattern
79,3,environment,NA,use of organic fertilizers
79,4,environment,NA,use of chemical fertilizers
79,5,environment,NA,soil fertility status
79,6,environment,NA,pest & disease management
79,7,economic,NA,land productivity
79,8,economic,NA,stability of yield
79,9,economic,NA,financial return
79,10,economic,NA,economic return
79,11,economic,NA,value addition per unit of land
79,12,social,NA,input self sufficiency
79,13,social,NA,equity
79,14,social,NA,risk and uncertainties
79,15,social,NA,food security
80,1,social; economic,NA,farm household characteristics
80,2,social; economic,NA,labour utilization
80,3,social; economic,NA,farmers organization/community
80,4,environment,NA,energy use
80,5,social; economic,NA,financial return
80,6,environment,NA,soil conditions
81,1,social,social,farmer's degree of satisfaction
81,2,social,social,external inputs' dependence and capability to fix prices
81,3,social,social,labor requirements
81,4,economic,economic risk,crop number
81,5,economic,economic risk,commercialization channels
81,6,economic,economic risk,pesticides and fertilizers usage (dependence)
81,7,environment,water,pesticides and fertilizers usage (contamination)
81,8,environment,human health,food pollution risk
81,9,environment,biodiversity,crop rotations
81,10,environment,biodiversity,crop association and weed management
81,11,environment,soil,crop rotation
81,12,environment,soil,tillage
81,13,environment,soil,soil cover
81,14,environment,soil,organic matter
81,15,environment,soil,plant diversity
81,16,environment,soil,chemical usage
81,17,environment,soil,tillage system
82,1,social,NA,locomotion
82,2,social,NA,feeding and drinking
82,3,social,NA,social
82,4,social,NA,resting
82,5,social,NA,comfort
82,6,social,NA,nest
82,7,social,NA,hygiene
82,8,social,NA,care
82,9,economic,NA,gross margin per year
82,10,economic,NA,depreciation and maintenance of buildings
82,11,economic,NA,interest on buildings
82,12,economic,NA,control levies
82,13,economic,NA,interest on land
82,14,economic,NA,total fixed costs (excl. labour)
82,15,economic,NA,labour income
82,16,economic,NA,hens per fte (#)
82,17,economic,NA,labour income per fte
82,18,environment,NA,acidification potential
82,19,environment,NA,eutrophication potential
82,20,environment,NA,global warming potential
82,21,environment,NA,land use (metre squared /kg egg)
82,22,environment,NA,energy use
82,23,social,NA,complaints related to poultry
82,24,social,NA,complaints of coughing and sneezing
83,1,environment,NA,risk of soil loss due to water erosion
83,2,environment,NA,risk of nitrate leaching to groundwater
83,3,environment,NA,risk of nutrient (n/p) entries to surface waters
83,4,environment,NA,risk of pesticide entries to ground and surface waters
83,5,environment,NA,risk of reduced groundwater recharge potential
83,6,environment,NA,effect on habitat potential of red belly toad
83,7,environment,NA,effect on habitat potential of sky lark
83,8,environment,NA,effect on habitat potential of field hare
83,9,environment,NA,effect on habitat potential of hover fly
