key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-363931484,Assessment of agricultural sustainability in European Union countries: a group-based multivariate trajectory approach,,,,ASTA-ADVANCES IN STATISTICAL ANALYSIS,,,,,"Magrini, A",,English,,"Univ Florence, Dept Stat, Applicat, Comp Sci, Florence, Italy FU  - ""Dipartimenti Eccellenti 2018-2022"" ministerial funds, Italy FX  - The authors thank the anonymous reviewers for their careful reading of the manuscript and their constructive criticism. The authors acknowledge the financial support provided by the ""Dipartimenti Eccellenti 2018-2022"" ministerial funds, Italy. PU  - SPRINGER PI  - NEW YORK PA  - ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",,"Times Cited in Web of Science Core Collection: 3     Total Times Cited: 3     Cited Reference Count: 48 | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: EU,National/regional,Holistic assessment",10.1007/s10182-022-00437-9,EU agriculture;Finite mixture models;MIXTURE-MODELS;MODEL-SELECTION;Multiple indicators;Multivariate time series;Sustainable development;Sustainable dimensions;European Union,,
rayyan-363931485,Using accounting dataset for agricultural sustainability assessment through a multi-criteria approach: an Italian case study,,,,INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH,,,,,"Boggia, A and Fagioli, F F and Paolotti, L and Ruiz, F and Cabello, J M and Rocchi, L",,English,,"Univ Perugia, Dept Agr Food & Environm Sci, Perugia, Italy",,"Times Cited in Web of Science Core Collection: 1     Total Times Cited: 1     Cited Reference Count: 57 | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: EU,Farm,Italy,Holistic assessment",10.1111/itor.13141,ANALYTIC HIERARCHY PROCESS;LEVEL;MRP-WSCI;SYNTHETIC INDICATORS;TOOLS;accounting;assessment;farm;multi-criteria analysis;sustainability,,
rayyan-363931486,ECOLOGICAL EVALUATION OF THE PREREQUISITES FOR AGRICULTURAL-DEVELOPMENT IN THE CATCHMENT-AREA OF A WATER RESERVOIR,1983,,,EKOLOGIA CSFR,,2,2,199-209 WE  - Science Citation Index Expanded (SCI-EXPANDED),"RUZICKA, M and MIKLOS, L and ZIGRAI, F and RUZICKOVA, H and KOZOVA, M and KONTRIS, J and BISKUPSKY, V and BOLGAC, J and BERGEROVA, A and KONTRISOVA, O and PETRIKOVIC, S and MUDRY, P and VIZYOVA, A and LAZNIKOVA, M and CUVALOVA, J",,"English PU  - SLOVAK ACADEMIC PRESS LTD PI  - BRATISLAVA PA  - PO BOX 57, NAM SLOBODY 6, 810 05 BRATISLAVA, SLOVAKIA J9  - EKOL CSFR",,,,"Times Cited in Web of Science Core Collection: 0     Total Times Cited: 0     Cited Reference Count: 0 | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No abstract",,Catchment Area (Health),,
rayyan-363931487,"Ecological modelling, monitoring and implementation in irrigated agriculture.",1986,,,Ecological Modelling,,31,1,45-59,"Skogerboe, G V",https://www.cabdirect.org/cabdirect/abstract/19891930397,English,,,,"Author Affiliation: Dep. Agric. and Chem. Engineering, Colorado State Univ., Fort Collins, CO 80523, USA. | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No metrics",10.1016/0304-3800(86)90054-2,Soil water movement;irrigation;models;watering,,
rayyan-363931489,CONVENTIONAL AND ORGANIC-RELATED FARMING SYSTEMS RESEARCH - AN ASSESSMENT OF USDA AND STATE RESEARCH PROJECTS,1986,,,IOWA AGRICULTURAL AND HOME ECONOMICS EXPERIMENT STATION SPECIAL REPORT,,,91,1-74 WE  - Science Citation Index Expanded (SCI-EXPANDED),"SCHALLER, F W and THOMPSON, H E and SMITH, C M",,"English PU  - IOWA AGR HOME ECON EXP STA PI  - AMES PA  - IOWA STATE UNIV SCI TECHNOL 205 MORRILL HALL, AMES, IA 50011 J9  - IOWA AHEES SPEC REP",,,,"Times Cited in Web of Science Core Collection: 1     Total Times Cited: 1     Cited Reference Count: 0 | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No abstract",,"",,
rayyan-363931490,AGRICULTURAL-DEVELOPMENT AND ECOLOGICAL DEGRADATION - AN ANALYTICAL FRAMEWORK,1988,,,ECONOMIC AND POLITICAL WEEKLY,,23,52,A142-A146 WE  - Social Science Citation Index (SSCI),"RAO, C H H",,"English PU  - ECONOMIC POLITICAL WEEKLY PI  - BOMBAY PA  - HITKARI HOUSE 284 SHAHID BHAGATSINGH RD, BOMBAY 400 038, INDIA",,,,"Times Cited in Web of Science Core Collection: 0     Total Times Cited: 0     Cited Reference Count: 15 | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No abstract",,Agriculture,,
rayyan-363931491,Utilization of ornithological research for the ecological evaluation of the case study the Voderady Agricultural Cooperative.,1989,,,"Ekológia, ČSSR",,8,2,179-187,"Kalivodová, E",https://www.cabdirect.org/cabdirect/abstract/19890638407,English,,,,"Author Affiliation: Institute of Experimental Biology and Ecology, Slovak Academy of Sciences, Obrancov mieru 3, 814 34 Bratislava, Czechoslovakia. | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: EU,Biodiversty,Czech Republic,Region/landscape",,Birds;Central Europe;Chordata;Czechoslovakia;Europe;Nature conservation;Synecology;Vegetation types;animals;eukaryotes;vertebrates,,
rayyan-363931493,PROBLEMS IN EVALUATING THE ECONOMICS OF ECOLOGICAL AGRICULTURE,1989,,,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,,27,,67-75,"LOCKERETZ, W",https://www.cabdirect.org/cabdirect/abstract/19901876002,English,,,,"From Duplicate 1 (PROBLEMS IN EVALUATING THE ECONOMICS OF ECOLOGICAL AGRICULTURE - LOCKERETZ, W)     Times Cited in Web of Science Core Collection: 16     Total Times Cited: 16     Cited Reference Count: 12     From Duplicate 2 (Problems in evaluating the economics of ecological agriculture. - Lockeretz, W)     Author Affiliation: School of Nutrition, Tufts University, Medford, MA 02155, USA. | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No metrics",10.1016/0167-8809(89)90073-X WE  - Conference Proceedings Citation Index - Science (CPCI-S) WE  - Science Citation Index Expanded (SCI-EXPANDED) WE  - Social Science Citation Index (SSCI),Agricultural ecology and environment;Sustainable land use;constraints;economic evaluation;land use;sustainability,,
rayyan-363931494,Workgroup issue paper: indicators and assessment of agricultural sustainability. Methods of assessing agricultural sustainability.,1990,,,Environmental Monitoring and Assessment,,15,3,303-305,"Huffman, E",https://www.cabdirect.org/cabdirect/abstract/19911956456,English,,,,"Author Affiliation: Land Resource Research Centre, Agriculture Canada, Ottawa, K1A 0C6, Canada. | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Poor quality",10.1007/BF00394904,Agriculture;assessment;sustainability,,
rayyan-363931495,Rapporteur's report of work group: indicators and assessment of agricultural sustainability.,1990,,,Environmental Monitoring and Assessment,,15,3,307-308,"Piekarz, D",https://www.cabdirect.org/cabdirect/abstract/19911956458,English,,,,"Author Affiliation: Environment Canada, 25 St. Clair Avenue, East, 6th Floor, Toronto, Ontario, M4T 1M2, Canada. | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Soil,Field,Holistic assessment",10.1007/BF00394905,Agriculture;assessment;sustainability,,
rayyan-363931496,Tools for organic farming: a manual of appropriate equipment and treatments.,1990,,,,9781853390098,,,77 pp.-77 pp.,"McRobie, G",https://www.cabdirect.org/cabdirect/abstract/19902444899,English,Intermediate Technology Publications Ltd (IT),London,,"Author Affiliation: Intermediate Technology Development Group, 103-105 Southampton Row, London WC1B 4HH, UK. | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No metrics",,Appropriate technology;Farm machinery;Implements;eco-agriculture;ecological agriculture;equipment;intermediate technology;organic culture;organic farming;postharvest treatment;small farms,,
rayyan-363931497,SUSTAINABLE AGRICULTURAL SYSTEMS - WHAT ARE THE APPROPRIATE MEASURES FOR SOIL STRUCTURE,1991,,,AUSTRALIAN JOURNAL OF SOIL RESEARCH,,29,6,709-715,"HAMBLIN, A",,English,,,,"Times Cited in Web of Science Core Collection: 38     Total Times Cited: 40     Cited Reference Count: 31 | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Soil,across scales",10.1071/SR9910709 WE  - Science Citation Index Expanded (SCI-EXPANDED),REMOTE SENSING;SOIL STRUCTURE;SURROGATES;SUSTAINABLE AGRICULTURE,,
rayyan-363931498,EPIC - AN OPERATIONAL MODEL FOR EVALUATION OF AGRICULTURAL SUSTAINABILITY,1991,,,AGRICULTURAL SYSTEMS,,37,,341-350,"JONES, C A and DYKE, P T and WILLIAMS, J R and KINIRY, J R and BENSON, V W and GRIGGS, R H",,English,,"USDA ARS,GRASSLAND SOIL & WATER RES LAB,TEMPLE,TX 76502",,"Times Cited in Web of Science Core Collection: 82     Total Times Cited: 89     Cited Reference Count: 44 | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-LABELS: Field,Holistic assessment | RAYYAN-EXCLUSION-REASONS: Not empirical",10.1016/0308-521X(91)90057-H WE  - Conference Proceedings Citation Index - Science (CPCI-S) WE  - Science Citation Index Expanded (SCI-EXPANDED),CROP;EROSION;IMPACTS;PLANT PHOSPHORUS MODEL;PRODUCTIVITY;SIMPLIFIED SOIL;SOLAR-RADIATION;TEMPERATURE,,
rayyan-363931499,SUSTAINABLE AGRICULTURE - DEFINITIONS AND PARAMETERS FOR MEASUREMENT,1991,,,JOURNAL OF SUSTAINABLE AGRICULTURE,,1,4,7-28,"SENANAYAKE, R",,English,,,,"Times Cited in Web of Science Core Collection: 22     Total Times Cited: 25     Cited Reference Count: 0 | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Scale unknown,Holistic assessment",10.1300/J064v01n04_03 WE  - Science Citation Index Expanded (SCI-EXPANDED),"",,
rayyan-363931500,VIDEOGRAPHY - A MANAGEMENT TOOL FOR SUSTAINABLE AGRICULTURE,1991,,,JOURNAL OF SUSTAINABLE AGRICULTURE,,1,3,81-93,"STUTTE, G W",,English,,,,"Times Cited in Web of Science Core Collection: 0     Total Times Cited: 0     Cited Reference Count: 0 | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Field,Productivity",10.1300/J064v01n03_07 WE  - Science Citation Index Expanded (SCI-EXPANDED),"",,
rayyan-363931501,Prospect of vegetative soil conservation measure for sustainable upland agriculture.,1991,,,Indonesian Agricultural Research &amp; Development Journal,,13,1,1-7,"Sukmana, S and Suwardjo, H",https://www.cabdirect.org/cabdirect/abstract/19931977661,English,,,,"Author Affiliation: Center for Soil and Agroclimate Research, Bogor, West Java, Indonesia. | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No metrics",,APEC countries;ASEAN Countries;Asia;Indonesia;Soil conservation;South East Asia;high Human Development Index countries;lower-middle income countries;Vegetables,,
rayyan-363931502,Nature as the measure for a sustainable agriculture.,1991,,,"Ecology, economics, ethics: the broken circle.",9780300049763,,,43-58,"Jackson, W",https://www.cabdirect.org/cabdirect/abstract/19941604095,English,Yale University Press,New Haven,,"Author Affiliation: Land Institute, Route 3, Salina, KS 67401, USA. | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No metrics",,"APEC countries;ASTERACEAE;America;Asterales;Fabaceae;Fabales;Great Plains States of USA;Hexapoda;Kansas;North America;North Central States of USA;Northern Plains States of USA;OECD Countries;Poaceae;Poales;Spermatophyta;USA;United States of America;West North Central States of USA;angiosperms;animals;arthropod pests;arthropods;beneficial arthropods;beneficial insects;beneficial organisms;beneficial species;commelinids;cropping systems;ecology, economics, ethics: the broken circle;eudicots;eukaryotes;grasses;grasslands;high income countries;insect pests;insects;invertebrates;legumes;monocotyledons;pathogens;perennial habit;pest arthropods;pest insects;pests;phytopathogens;plant genetic resources;plant pathogens;plants;prairies;sustainability;very high Human Development Index countries;weeds",,
rayyan-363931503,Using land evaluation and farming systems methods for planning sustainable land use - an example from Costa Rica.,1991,,,World Soil Resources Reports,,,,153-157,"Fresco, L O",https://www.cabdirect.org/cabdirect/abstract/19921968462,English,,,,"Author Affiliation: Department of Tropical Crop Science, Agricultural University, 6700 AH Wageningen, Netherlands. | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-LABELS: Costa Rica,Region/landscape,Holistic assessment | RAYYAN-EXCLUSION-REASONS: Not empirical",,America;CACM;Central America;Costa Rica;Land use;Land use planning;Land use planning applications;Latin America;planning;sustainability;upper-middle income countries;very high Human Development Index countries,,
rayyan-363931504,Classifying conventional and sustainable farmers: does it matter how you measure?,1991,,,Journal of Sustainable Agriculture,,2,2,91-115,"YOUNGS, G A and Goreham, G A and WATT, D L and Youngs  Jr., G A and Goreham, G A and WATT, D L",https://www.cabdirect.org/cabdirect/abstract/19921896624,English,,,,"From Duplicate 1 (Classifying conventional and sustainable farmers: does it matter how you measure? - Youngs Jr., G A; Goreham, G A; Watt, D L)     Author Affiliation: Department of Sociology/Anthropology, PO Box 5075, North Dakota State University, Fargo, ND 58105-5075, USA.     From Duplicate 2 (CLASSIFYING CONVENTIONAL AND SUSTAINABLE FARMERS - DOES IT MATTER HOW YOU MEASURE - YOUNGS, G A; GOREHAM, G A; WATT, D L)     Times Cited in Web of Science Core Collection: 5     Total Times Cited: 5     Cited Reference Count: 0 | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: USA,Farm,characterisation,Holistic assessment",10.1300/J064v02n02_08,APEC countries;America;Great Plains States of USA;North America;North Central States of USA;North Dakota;Northern Plains States of USA;OECD Countries;Sustainability;USA;United States of America;West North Central States of USA;classification;farm comparisons;farms;high income countries;very high Human Development Index countries,,
rayyan-363931505,PLANT GENETIC-RESOURCES AND PLANT IMPROVEMENT AS TOOLS TO DEVELOP SUSTAINABLE AGRICULTURE,1992,,,EXPERIMENTAL AGRICULTURE,,28,1,89-98,"CECCARELLI, S and VALKOUN, J and ERSKINE, W and WEIGAND, S and MILLER, R and VANLEUR, J A G",,English,,,,"Times Cited in Web of Science Core Collection: 21     Total Times Cited: 22     Cited Reference Count: 21 | RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: No metrics",10.1017/S0014479700023036 WE  - Science Citation Index Expanded (SCI-EXPANDED),BARLEY LANDRACES;DIVERSITY;JORDAN;SYRIA,,
rayyan-363931506,Ecological indicators for sustainable agriculture.,1992,,,Australian Journal of Soil and Water Conservation,,5,4,22-28,"Lefroy, E C and Hobbs, R J",https://www.cabdirect.org/cabdirect/abstract/19931977499,English,,,,"Author Affiliation: Department of Agriculture, South Perth, Western Australia, Australia. | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Crop,Australia,across scales,Holistic assessment",,APEC countries;Agriculture;Australasia;Australia;Commonwealth of Nations;OECD Countries;Oceania;Western Australia;ecology;high income countries;indexes;sustainability;very high Human Development Index countries,,
rayyan-363931507,Development of sustainable land-use systems by farmer evaluation and planning.,1992,,,Evaluation for sustainable land management in the developing world. Volume 3: summaries of the poster papers. IBSRAM proceedings no. 12 (3).,9789747087055,,,105-107,"Backhaus, C and Srithongkam, S",https://www.cabdirect.org/cabdirect/abstract/19941809136,English,International Board for Soil Research and Management Inc.,Bangkok,,"Author Affiliation: Thai-German Highland Development Programme, PO Box 57, Chiang Mai 5000, Thailand. | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Farm,Thailand,Holistic assessment",,APEC countries;ASEAN Countries;Asia;Evaluation of sustainable land management in the developing world;South East Asia;Thailand;farmers;high Human Development Index countries;land use;land use planning;participation;planning;sustainability;technology transfer;upper-middle income countries,,
rayyan-363931508,Approaches for an economic evaluation of the ecological effects of mixed production programmes in farm business.,1992,,,Kühn-Archiv,,86,1,93-103,"Rost, D and Heinrich, J",https://www.cabdirect.org/cabdirect/abstract/19931860880,English,,,,"Author Affiliation: Institut für Wirtschafts- und Sozialwissenschaften des Landbaues, Landwirtschaftliche Fakultät, Martin-Luther-Universität Hallee-Wittenberg, Ludwig-Wucherer-Strasse 2, D O-4020 Halle, Germany. | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: EU,Crop,Field,Germany,Profitability",,Europe;European Union Countries;Germany;OECD Countries;Western Europe;comparisons;crop rotation;environmental effects;environmental impact;high income countries;profitability;rotational cropping;rotations;specialization;very high Human Development Index countries,,
rayyan-363931509,Experimental evaluation of the effectiveness of a computer-assisted instructional unit on sustainable agriculture.,1992,,,"Dissertation Abstracts International. A, Humanities and Social Sciences",,52,8,p.2795-p.2795,"Scofield, G G",https://www.cabdirect.org/cabdirect/abstract/19931855163,English,,,,"RAYYAN-INCLUSION: {""Elizabeth""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: None food/agri related",,APEC countries;America;Chordata;Corn Belt States of USA;Hominidae;Homo;Iowa;North America;North Central States of USA;OECD Countries;SUSTAINABILITY;USA;United States of America;West North Central States of USA;animals;classroom materials;computer programs;computer software;eukaryotes;high income countries;instructional materials;mammals;man;primates;teaching aids;teaching equipment;teaching materials;vertebrates;very high Human Development Index countries,,
rayyan-363931560,ECOLOGICAL SUSTAINABILITY IN AGRICULTURAL SYSTEMS - DEFINITION AND MEASUREMENT,1992,,,Journal of Sustainable Agriculture,,2,,51-61,"Neher, D",https://www.cabdirect.org/cabdirect/abstract/19921851011,English,,,,"From Duplicate 1 (ECOLOGICAL SUSTAINABILITY IN AGRICULTURAL SYSTEMS - DEFINITION AND MEASUREMENT - NEHER, D)     Times Cited in Web of Science Core Collection: 41     Total Times Cited: 42     Cited Reference Count: 0     From Duplicate 2 (Ecological sustainability in agricultural systems: definition and measurement. - Neher, D)     Author Affiliation: North Carolina State University, 1509 Varsity Drive, Raleigh, NC 27606, USA. | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: USA,Food system,National/regional,Holistic assessment",10.1300/J064v02n03_05 WE  - Conference Proceedings Citation Index - Science (CPCI-S) WE  - Science Citation Index Expanded (SCI-EXPANDED),APEC countries;Alternative farming;America;North America;OECD Countries;USA;United States of America;agricultural systems;farming systems;high income countries;measurement;metrology;sustainability;very high Human Development Index countries,,
rayyan-363931561,MEASURING THE SUSTAINABILITY AND ECONOMIC VIABILITY OF TROPICAL FARMING SYSTEMS - A MODEL FROM SUB-SAHARAN AFRICA,1993,,,AGRICULTURAL ECONOMICS,,9,4,279-296,"EHUI, S K and SPENCER, D S C",,English,,,,"Times Cited in Web of Science Core Collection: 20     Total Times Cited: 20     Cited Reference Count: 0 | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Farm,Nigeria,Holistic assessment",10.1016/0169-5150(93)90018-8 WE  - Science Citation Index Expanded (SCI-EXPANDED),Africa South of the Sahara,,
rayyan-363931562,Creating a farmer sustainability index: a Malaysian case study.,1993,,,American Journal of Alternative Agriculture,,8,4,175-184,"Taylor, D C and Mohamed, Z A and Shamsudin, M N and Mohayidin, M G and Chiew, E F C",https://www.cabdirect.org/cabdirect/abstract/19941808753,English,,,,"Author Affiliation: Department of Economics, South Dakota State University, Brookings, SD 57007, USA. | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Farm,Malaysia,Holistic assessment",10.1017/S0889189300005403,APEC countries;ASEAN Countries;Asia;Brassica;Brassica oleracea;Brassica oleracea var. capitata;Brassicaceae;Brassicales;Capparales;Commonwealth of Nations;Malaysia;South East Asia;Spermatophyta;agricultural systems;angiosperms;cabbages;case studies;classification;eudicots;eukaryotes;farming systems;plants;sustainability;upper-middle income countries;very high Human Development Index countries,,
rayyan-363931563,Agricultural sustainability status of the agro-climatic sub-zones: empirical illustration of an indexing approach.,1993,,,Indian Journal of Agricultural Economics,,48,3,543-550,"Saleth, R M",https://www.cabdirect.org/cabdirect/abstract/19941802554,English,,,,"Author Affiliation: Institute of Economic Growth, Delhi, India. | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: India,Region/landscape,Holistic assessment",,Asia;Commonwealth of Nations;India;Indian Society of Agricultural Economics;South Asia;Uttar Pradesh;agricultural production;lower-middle income countries;medium Human Development Index countries;regions;sustainability;Agriculture,,
rayyan-363931564,An economic framework for evaluating agricultural policy and the sustainability of production systems.,1993,,,"Agriculture, Ecosystems &amp; Environment",,46,1,161-173,"Faeth, P",https://www.cabdirect.org/cabdirect/abstract/19951805178,English,,,,"Author Affiliation: World Resources Institute, 1709 New York Avenue, Washington, D.C. 20006, USA. | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: USA,Farm,Holistic assessment",10.1016/0167-8809(93)90021-G,APEC countries;America;Great Plains States of USA;Middle Atlantic States of USA;Nebraska;North America;North Central States of USA;Northeastern States of USA;Northern Plains States of USA;OECD Countries;Pennsylvania;USA;United States of America;West North Central States of USA;alternative farming;case studies;cropping systems;economic impact;erosion;high income countries;resource exploitation;resource utilization;sustainability;very high Human Development Index countries,,
rayyan-363931565,Evaluating agricultural policy and the sustainability of production systems: an economic framework.,1993,,,Journal of Soil and Water Conservation,,48,2,94-99,"Faeth, P",https://www.cabdirect.org/cabdirect/abstract/19931856246,English,,,,"Author Affiliation: World Resources Institute, Washington, D.C., USA. | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: USA,Farm,Holistic assessment",,APEC countries;America;Cropping systems;EROSION;Great Plains States of USA;Middle Atlantic States of USA;Nebraska;North America;North Central States of USA;Northeastern States of USA;Northern Plains States of USA;OECD Countries;Pennsylvania;USA;United States of America;West North Central States of USA;agricultural policy;environmental degradation;high income countries;profitability;very high Human Development Index countries,,
rayyan-363931566,Farmer participatory procedures for managing and monitoring sustainable farming systems.,1993,,,Journal of the Asian Farming Systems Association,,2,1,67-87,"Lightfoot, C and Dalsgaard, J P and Bimbao, M A and Fermin, F",https://www.cabdirect.org/cabdirect/abstract/19951806153,English,,,,"Author Affiliation: International Center for Living Aquatic Resources Management, MC PO Box 2631, Makati, Metro Manila 0718, Philippines. | RAYYAN-INCLUSION: {""Elizabeth""=>""Included""} | RAYYAN-LABELS: Farm,Philippines,Holistic assessment",,APEC countries;ASEAN Countries;Asia;Philippines;South East Asia;agricultural systems;farmers;farming systems;high Human Development Index countries;lower-middle income countries;natural resources;participation;resource management;sustainability,,
