tool_id,include,reason_exclude,missing_dimension,reviewer_name,tool_name,acronym,rayyan_ref,web_ref,author,developer,year_published,updated,year_updated,updated_ref,promoted_tool,specify_indicators,wider_use,wider_use_evidence,wider_use_notes,adapted,adapted_ref,sustain_framing,dimensions,themes,theme_no,social_themes,enviro_themes,economic_themes,human_themes,gov_themes,product_themes,named_framework,Conceptual_framing,framing_definition,sgd,framing_indicator_link,Indicator_convenience,sustainability_view,tool_orientiation,stakeholder_design,scale_measure,scale_report,localisable,country_use,system_type,visualise_framework,target_user,intended_function,comparison_type,verifiable,local_indicators,stakeholder_involved,indicator_selection,data_type,data_collection,complexity,access,paid_access,online_platform,guide_assess,guide_analysis,guide_interpret,guide_data_gov,informed_consent,visualise_result,visualise_type,assessment_results,metric_no,collection_time,interval,interaction,interaction_expl,scaleable,aggregation,weighting,weighting_preference,comments,once_multi,metric_eval
10,Yes,NA,NA,Levi,Sustainability Assessment of Farming and the Environment framework,SAFE,363931897; 363932000; 363932214,https://www.globalfarmmetric.org/,"Peeters et al., 2005",Universite catholique de Louvain,2005,Yes,2007,https://www.sciencedirect.com/science/article/abs/pii/S0167880906003331,Yes,Yes,Yes,https://agris.fao.org/agris-search/search.do?recordID=QC2015600008 https://www.mdpi.com/2079-9276/6/4/60,NA,No,NA,Classical view,Environmental; economic; social,Air; soil; Water; Energy; Biodiversity; Viability/Economic function; Food security and safety; Quality of life; Psychological wellbeing; Social acceptability; Cultural acceptability,11,Food security and safety; Quality of life; Psychological wellbeing; Social acceptability; Cultural acceptability,Air; Soil; Water; Energy; Biodiversity,Viability/Economic function,Food security and safety,NA,NA,Uses own framework,?,"Adopts the definition of sustainable agriculture as the management and utilization of the agricultural ecosystem in a way that maintains its biological diversity, productivity, regeneration capacity, vitality, and ability to function, so that it can fulfil – today and in the future – significant ecological, economic and social functions at the local, national and global levels and does not harm other ecosystems (Lewandowski et al, 1999)",2; 3; 6; 7; 8; 13; 14; 15,No,No,Performance-based,researcher/developer only,Farmers; farmer advisers; researchers; decision makers,field; farm; landscape; region; national,field; farm; landscape; region; national,Generalisable,Belgium; Spain; Europe,Both,No,Farmers; farmer advisers; researchers; decision makers,MP,Threshold values; change over time; between cases,Yes,No,Yes,expert consultation; literature,Quantitative (enumerator/farmer estimated),Interview; field measurements,Medium,No restriction,No,No,yes,no,yes,no,no,no,NA,Indicator ranges; comparison over time,51,Medium,years,no,no,yes,yes,no,no,This tool is very specific that it can be applied on multiple scales. Further offline searches might yield more information of wider use,Once,Complete
11,Yes,NA,NA,Brian,Indicator-based Sustainability Assessment Framework,MESMIS,363932074; 363932323; 363932413; 363933395,https://www.fao.org/family-farming/detail/en/c/1193491/,"García-Barrios et al., 2012",Food and Agriculture Organization (FAO),2012,No,NA,NA,Yes,Yes,Yes,https://www.ecologyandsociety.org/vol17/iss3/art2. https://www.researchgate.net/publication/41002428_Ten_years_of_sustainability_evaluation_using_the_MESMIS_framework_Lessons_learned_from_its_application_in_28_Latin_American_case_studies,28 studies in LA,No,Na,Governance oriented,Economic; Social; Environmental; Governance,Stability; Reliance; Resilience; Farm Productivity; Farm profitability; Economic stability; Socio-economic status; Household; size; Family labour size; Group Membership; Agricultural credit; Extension services; Input market distance; Output market; Farm Productivity; Farm profitability; Economic stability,17,NA,Stability; Reliance; Resilience,Farm Productivity; Farm profitability; Economic stability,Socio-economic status; Household; size; Family labour size,Group Membership; Agricultural credit; Extension services; Input market distance; Output market,Farm Productivity; Farm profitability; Economic stability,Social-ecological systems (SES),Social-ecological systems,"Sustainability is a complex and dynamic concept that involves multiple dimensions, some of which are dependent on location, time and socio-economic context. Despite the current concerns about the global environmental impacts of livestock production, local stakeholders prioritise economic, social and a few local environmental factors of sustainability. Therefore, finding relevant indicators that can be applied and compared across farming systems and geographical regions remains a great challenge.",1; 2; 5; 12,NA,Yes,Both,Both,Multiple stakeholders,farm/household,farm/household,Adaptable,Global,Smallholder farms,Yes,policy makers; researchers; development actors,MP,Change over time; between cases,no,yes,yes,expert consultation; literature,Quantitative (enumerator/farmer estimated),Household/farm survey,High,No restriction,No,No,yes,yes,yes,no,yes,yes,Radar,Scoring system,61,Unknown,Years,yes,No,no,yes,no,NA,NA,Once,Complete
12,Yes,NA,NA,Victor,Agroecology Criteria Tool,ACT,NA,http://agroecology-pool.org/methodology/,Stephen R. Gliessman,Biovision; Food and Agriculture Organization (FAO),2020,No,NA,NA,Yes,Yes,Yes,https://www.agroecology-pool.org/portfolio/canopy-bridge/. https://www.agroecology-pool.org/portfolio/the_big_carrot/. https://www.agroecology-pool.org/portfolio/sonveva_fushi/ https://www.agroecology-pool.org/portfolio/shared-harvest-organic-farm/ https://www.agroecology-pool.org/portfolio/adapta-group/ https://www.agroecology-pool.org/showcases/,NA,Yes,https://www.tandfonline.com/doi/full/10.1080/21683565.2023.2187003,Governace oriented,Economic; social; Human; Environmental/ecological; Institutional/governace; Resilience,Efficiency; Recycling; Regulation; Synergies; Diversity; Resilience; Circular Solidarity Economy; Culture & Food Traditions; Co-Creation of Knowledge; Human & Social Value; Responsible Governance,11,Culture & Food Traditions; Co-Creation of Knowledge; Human & social values,Efficiency; Recycling; Synergies; Diversity,Resilience; Circular Solidarity Economy,Culture & Food Traditions; Co-Creation of Knowledge; Human & social values; Culture & Food Traditions,Regulation; Responsible Governance,NA,Analytical framework by Gliessman,Agroecology,NA,1: 2; 3; 6; 12; 13; 15,No,Yes,Both,researcher/developer only,NA,Farm; Field; Firm/business; Landscape; value-chain; Food system,Farm; Field; Firm/business; Landscape; value-chain; Food system,Generalisable,Global,Both,Yes,Farmers; Business/firm; agricultural advisors; policy makers; researchers; farmer organizations; development actors; NGOs,MP,Between cases,Yes,yes,Yes,Expert consultation; literature;,Qualitative (textual/narrative),Interview,Medium,No restriction,No,Yes,yes,yes,yes,no,no,Yes,Radar,Scoring system,62,Unknown,Unknown,No,Yes,No,Yes,No,NA,NA,Once,Complete
14,Yes,NA,NA,Edith,Self-evaluation and Holistic Assessment of climate Resilience of farmers and Pastoralists,SHARP,363932942,https://www.fao.org/in-action/sharp/data-analysis/en/,NA,Food and Agriculture Organization (FAO),2014,Yes,2014,https://www.fao.org/3/cb7399en/cb7399en.pdf,Yes,Yes,Yes,https://www.fao.org/in-action/sharp/news-and-events/news-details/en/c/1514981/,NA,Yes,https://www.fao.org/climate-change/programmes-and-projects/detail/en/c/1199897/,Livelihood oriented view; Governance oriented,Economic; Social; Environmental; Governance,Farm inputs; energy sources; access to markets; Income sources expenditure and savings; major productive assets; access to financial services; insurance; household characteristics; Agricultural production activities; land access; access to information on weather and climate change adaptation; information and communication technologies; community cooperation; group membership; Nutrition; Decision- making (household); Decision making( farm management); crop production; weed species & management; Pest management practices; livestock production practices; livestock breeding practices; livestock nutrition & health; water access & management; water quality; soil quality and land degradation; land management practices; Trees; landscape characteristics; energy conservation practices; shocks; Government policies and programmes on climate change and sustainable agriculture,33,Household characteristics; Agricultural production activities; Land access; Access to information on weather & climate change adaptation; information and communication technologies; community cooperation; Group membership; Nutrition; Decision-making (household); Decision-making (farm management),Crop production; weed species & management; Pest management practices; Livestock management practices; Livestock production practices; Livestock breeding practices; Livestock nutrition & health; Water access & management; Water quality; Soil quality & land degradation; Land management practices; Trees; Landscape characteristics; Energy conservation practices; Shocks,Farm inputs; Energy sources; Access to markets; Income sources; expenditures and savings; Major productive assets; Access to financial services; Insurance,Nutrition; Household characteristics; Land access,Government policies and programmes on climate change and sustainable agriculture,Crop production; Livestock production practices; Livestock nutrition & health; Land management practices; Farm inputs; Major productive assets; Access to financial services,Uses own framework,?,NA,1; 2; 3; 6; 8; 12; 15; 17,https://www.fao.org/3/cb3505en/cb3505en.pdf,Yes,Performance-based,consultation/feedback incorporated,Farmers; Pastoralists; Researchers,Households/farm; Individual; field,Farm/households; field; individual,Generalisable,Uganda; Turkey; Switzerland,Smallholder farms,Yes,Researchers; Farmers; Pastoralists,MP,Between cases,No,Yes,Yes,Participatory,Quantitative (measured); Qualitative (textual narative),Survey,Low,Unknown,Unknown,Yes,Yes,Yes,Yes,No,unknown,No,No,Scoring system,33,Low,Days; months,Yes,Yes,Yes,Yes,Yes,Text; descriptive,NA,Once,Complete
15,Yes,NA,NA,Mary,Brazilian Multidimensional Index for Sustainable Food Systems,MISFS,363931478; 363933679,https://www.sciencedirect.com/science/article/abs/pii/S0305750X21000826. https://onlinelibrary.wiley.com/doi/epdf/10.1002/sd.2376,"Carvalho et al., 2021",NA,2021,Yes,2022,"Norde et al., 2022",Yes,Yes,No,NA,NA,No,NA,Classical view,social; human; nutrition; environmental; economic,food security; equity; work conditions; nutrition-related disease; dietary intake; water; soil; climate; toxicity; biodiversity; resilience; profitability; productivity; job market; local supply; food cost; infrastructure,46,equity; work conditions; food security,water; soil; climate; biodiversity; toxicity,profitability; resilience; food cost; job market; productivity; infrastructure; local supply,nutrition-related disease; dietary intake,NA,productivity,Uses own framework,?,"Sustainable food systems (SFS) are those that ensure social, eco- nomic, and environmental bases to generate food security and nutrition for future generations (FAO, 2018).",?,?,yes,performance-based,researcher/developer only,NA,food system,region; national,Generalisable,Brazil,both,no,policy makers; researchers,PA; R,between cases,yes,no,no,literature,Quantitative (measured),database,Medium,?,No,?,no,No,no,no,unknown,yes,Bar,multidimensional index,17,low - uses exsisting datasets/census,decades,No,NA,yes,yes,no,NA,NA,?,Complete
16,Yes,NA,NA,Mary,"Saleth, 1993",NA,"363931563; 363932482, 363932664",NA,"Saleth, 1993",NA,1993,no,NA,NA,No,Yes,No,NA,NA,No,NA,Classical view,ecological; economic; social,ecological security; economic efficiency; social equity,3,social equity,ecological security,economic efficiency,NA,NA,NA,"sustainable livelihood security index (SLSI) (Swaminathan, 1991)",Sustainable livelihoods,?,?,?,?,performance-based,researcher/developer only,NA,region,region,Generalisable,India,both,no,policy makers; researchers,PA; R,between cases,yes,no,no,literature,Quantitative (measured),database,Medium,?,No,?,no,no,no,no,unknown,yes,Table,multidimensional index,9,low - uses exsisting datasets/census,decades,No,NA,yes,yes,yes,"Under this approach, first, the inverse of the proportional contribution of ESI, EEI and SEI to the SLSI was obtained. And then, theweight tobe assigned to each component will bethe ratio of its inverse contribution to the sum of all the three inverse proportions. Despite its heuristic nature, ithasthe following appeals: (i) since the relative significance of the componentsof SLSI varies by regions, it assignsdifferential weights not only across components butalso across regions and (it) the weights assigned are alsoinverse to the relativesignificance of the three componentsas reflected by theirvalues.This is due to the fact that as one hasmore (less) of something (she will value it less (more).",NA,?,Complete
17,Yes,NA,NA,Mary,"Ikerd et al., 1996",NA,363931598,https://www.jstor.org/stable/pdf/44503903.pdf?refreqid=excelsior%3Adafa78f28b92ea1523412dfeec506813&ab_segments=&origin=&initiator=&acceptTC=1,"Ikerd et al., 1996",NA,1996,no,NA,NA,No,Yes,No,NA,NA,No,NA,Classical view,environmental; economic; social,natural resource conservation; environmental protection; farm profitability; employment opportunities,4,employment opportunities,natural resource conservation; environmental protection,farm profitability,NA,NA,NA,NA,NA,"The Food, Agriculture, Conservation, and Trade Act of 1990 defines sustainable agriculture for purposes of federally funded research and education programs as ""integrated systems of plant and animal production practices having site specific application that will over the long run: (a) satisfy human food and fiber needs, (b) enhance environmental quality and the natural resource base upon which the agri- cultural economy depends, (c) make most efficient use of nonrenewable resources and on-farm resources, and integrate, where appropriate, natural biological cycles and controls, (d) sustain the economic viability of farm operations, and (e) enhance the quality of life for farmers and society as a whole"" (U.S. Congress, 1990s).",15; 7; 8; 1,no,unknown,performance-based,researcher/developer only,NA,"field/plot, farm/household",landscape,widely applicable,USA,both,no,researchers,SR; R,between cases,yes,no,no,unknown,Quantitative (researcher estimated),expert opinion,low,,no,no,no,no,no,no,no,no,NA,comparison between cases,6,low - uses researcher estimates,Years,no,NA,yes,no,NA,NA,Very little detail in this study and no mention of the environmental indicator results. suggest excluding?,Once,Complete
18,Yes,NA,NA,Levi,"Senanayake, 1991",NA,363931499,https://www.tandfonline.com/doi/abs/10.1300/J064v01n04_03,"Senanayake, 1991",NA,1991,No,NA,NA,No,Yes,No,No,Referenced 99 times,No,NA,Classic productive view,Economic; Ecological,External inputs balance; Energy; Soil; Biota; Diversity,5,NA,Soil; Biota; Diversity; Energy,External inputs balance,NA,NA,NA,NA,NA,A common theme which emerges is that the term 'sustainable agriculture' refers to an agricultural system that will continue to be productive into a distant future.,7; 12; 15,No,No,performance-based,consultation/feedback incorporated,farmers; agricultural advisors; researchers; policy makers,farm,farm,Adaptable,Australia,both,no,farmers; agricultural advisors; researchers; policy makers,SR; R,Change over time; between cases,maybe,no,no,Literature,Quantitative (enumerator/farmer estimated),household/farm surveys,high,yes,no,no,yes,no,yes,no,no,no,NA,Scoring system,6,NA,season,no,NA,no,yes,no,NA,"This is a pretty old tool and may not be as relevant now. Although cited, it fails in my opinion, to meet the holistic tool threshold. Lets leave it out then - if we are reviewing one that doensn't fit our criteria we can stop the review and make a note and move on",Once,Complete
19,Yes,NA,NA,Levi,"Stockle et al., 1994",NA,363931572,https://www.cambridge.org/core/journals/american-journal-of-alternative-agriculture/article/abs/framework-for-evaluating-the-sustainability-of-agricultural-production-systems/271317D6839CDA88D648F3153EED02DD,"Stockle et al., 1994",NA,1994,No,NA,NA,No,Yes,No,NA,NA,No,NA,Classical view,Economic; social; environmental,Profitability; Productivity; Soil quality; Water quality; Air quality; Energy efficiency; Fish and wildlife habitat; Quality of life; Social acceptance,9,Quality of life; Social acceptance,Soil quality; Water quality; Air quality; Energy efficiency; Fish and wildlife habitat,Profitability; Productivity,Quality of life,NA,NA,NA,NA,"Sustainable practices should do the following: 1. provide an abundant and safe supply of food and fiber to meet society's demands; 2. preserve the natural resource base, aiming for sound and effective environmental stewardship; 3. maximize the quality of rural and urban life; 4. maintain the profitability of farms while making farming more compatible with public standards of environmental quality.",1; 2; 3; 6; 7; 8; 12; 13; 14; 15,No,yes,both,consultation/feedback incorporated,Farmers; researchers,farm/household; landscape,farm/household; landscape,Adaptable,US; Elsewhere,both,no,Farmers; researchers,SR; R,Change over time; between cases,yes,yes,no,Expert consultation; literature,Quantitative (enumerator/farmer estimated); Qualitative (textual/narrative),household/farm surveys; remote-sensing; expert opinion,low,yes,no,no,yes,yes,yes,no,no,no,NA,Scoring system,33,medium,years,no,NA,yes,yes,yes,no,NA,multiple,Complete
20,Yes,NA,NA,Levi,"Tschirley et al., 1997",NA,363931647,https://www.fao.org/3/w4745e/w4745e0i.htm,"Tschirley et al., 1997",Food and Agriculture Organization (FAO),1997,No,NA,NA,No,Yes,No,NA,NA,No,NA,Classical view,Economic; social; environmental,Employment; income; Valuation; Opportunity costs; Financial risk; Direct/Indirect costs; Income distribution; Land reform; Access to capital; Food security; Management capacity; Natural resource endowments; Agroecological resilience; Production system diversity; Population supporting capacity,15,Income distribution; Land reform; Access to capital; Food security; Management capacity,Natural resource endowments; Agroecological resilience; Production system diversity; Population supporting capacity,Employment; income; Valuation; Opportunity costs; Financial risk; Direct/Indirect costs,Management capacity,Land reform,NA,"The Sustainable Agriculture and Rural Development (SARD) framework with four thematic areas (initially developed at the den Bosch Conference on Agriculture and the Environment (s' Hertogenbosch, the Netherlands, 15-19 April 1991) and subsequently incorporated as Chapter 14, Agenda 21), and their sub-elements provide a useful starting point for countries to think about their indicator priorities and information needs. The SARD framework includes: 1. Policy adjustment and planning assistance 2. Stengthening human resources and institutional capacity 3. Improved management of natural resources 4. Sound use of agricultural inputs",Sustainable food/agriculture,NA,1; 2; 4; 8; 12; 14; 15,No,No,both,consultation/feedback incorporated,Multiple stakeholders,food system; national; landscape,food system; national; landscape,adaptable,Tanzania,both,yes,Farmers; policy makers; researchers; development actors,MP,Comparison over time,maybe,yes,yes,Expert consultation; literature,Quantitative (measured),household/farm surveys; expert opinion,low,yes,no,no,yes,yes,no,no,no,no,NA,Scoring system,15,NA,Multiple,yes,Yes,yes,yes,no,no,Confusion in tool and framework. Great as a guide but is neither a tool or framework.,NA,NA
21,Yes,NA,NA,Brian,Multiple Reference Point Weak-Strong Composite Indicators,MRP-WSCI,363931485,https://onlinelibrary.wiley.com/doi/full/10.1111/itor.13141,"Boggia et al., 2023",NA,2023,no,NA,NA,No,Yes,No,NA,NA,No,NA,Classical view,Economic; Social; Environmental,NA,NA,NA,NA,NA,NA,NA,NA,Multi-criteria decision analysis (MCDA),?,NA,1; 2; 5; 12,NA,Yes,both,researcher/developer only,NA,farm/household,farm/household,context-specific,Italy,both,No,policy makers; researchers; development actors,MP,Between cases,maybe,yes,no,Expert consultation; literature,Quantitative (measured),household/farm surveys,high,Unknown,Not sure,unknown,yes,yes,yes,no,unknown,no,NA,Scoring system,9,medium,season,No,NA,not sure,yes,no,NA,"This methodology can provide information regarding the sustainability of farms to regional and/or national agricultural offices, agricultural extension workers, and farmers themselves, helping in understanding issues in specific dimensions.",Once,Complete
22,Yes,NA,NA,Victor,"Pal et al., 2022",NA,363931465,https://link.springer.com/article/10.1007/s40003-022-00621-y,"Pal et al., 2022",NA,2022,no,NA,NA,No,Yes,No,NA,NA,No,NA,Governance oriented; classic productive view,Economic; Social; Environmental; Agricultural productivity; Institutional/governance,Soil health; Water management; Environment and ecology; Socioeconomic,4,Socioeconomic,Soil health; Water management; Environment and ecology,Socioeconomic,NA,Socioeconomic,Socioeconomic,Uses own framework,Sustainable food/agriculture,"The conservation of natural resources (land, water, genetic resources) and steering technological and institutions change to meet the needs of the present generation, without compromising the ability to meet the aspirations of future generations'",2; 13; 15,No,Yes,Practice-based,researcher/developer only,NA,region,region,Adaptable,India,Both,No,Farmers; agricultural advisors; policy makers; researchers; farmer organizations,MP,Between cases,Yes,No,No,Literature,Quantitative(measured); Quantitative (enumerator/farmer estimated),Database; expert opinion; field measurements,High,No restriction,No,No,No,No,No,No,No,No,Table,Scoring system,52,High,Unknown,No,NA,Yes,yes,No,NA,NA,Once,Complete
